66.5497,6.87195,105.002
66.5552,6.86096,105.007
66.5552,6.84998,105.013
66.5607,6.83899,105.018
66.5717,6.8335,105.018
66.5826,6.828,105.024
66.5881,6.82251,105.029
66.5991,6.81152,105.029
66.6101,6.81152,105.035
66.6211,6.81152,105.04
66.6376,6.80603,105.046
66.6486,6.80603,105.051
66.687,6.81702,105.057
66.731,6.828,105.057
66.7694,6.83899,105.062
66.8134,6.84998,105.062
66.8518,6.86096,105.062
66.8903,6.87195,105.068
66.9342,6.88293,105.068
66.9727,6.89392,105.068
67.0331,6.9104,105.051
67.0935,6.92139,105.029
67.1539,6.93787,105.007
67.2144,6.95435,104.991
67.3792,6.9928,104.914
67.5385,7.03125,104.832
67.7032,7.0697,104.755
67.868,7.10815,104.678
68.0658,7.14111,104.606
68.2635,7.17407,104.529
68.4613,7.20703,104.458
68.6591,7.23999,104.381
68.8293,7.2345,104.299
69.0051,7.229,104.216
69.1754,7.22351,104.134
69.3457,7.21802,104.052
69.6094,7.22351,103.909
69.8676,7.2345,103.766
70.1312,7.23999,103.623
70.3894,7.25098,103.48
70.8234,7.30042,103.293
71.2518,7.35535,103.107
71.6803,7.41028,102.92
72.1088,7.4707,102.733
72.6196,7.57507,102.546
73.125,7.67944,102.36
73.6359,7.78381,102.173
74.1412,7.89368,101.992
74.6301,7.98706,101.777
75.1135,8.08594,101.569
75.5969,8.18481,101.354
76.0803,8.28369,101.146
76.6296,8.41553,100.904
77.1735,8.55286,100.668
77.7228,8.69019,100.432
78.2666,8.83301,100.195
78.8379,8.97583,99.9811
79.4092,9.12415,99.7723
79.9805,9.27795,99.5636
80.5463,9.43176,99.3549
81.145,9.54163,99.201
81.7438,9.65698,99.0527
82.337,9.77234,98.9044
82.9358,9.8877,98.7561
83.6609,10.0305,98.5913
84.3915,10.1788,98.421
85.1166,10.3326,98.2617
85.8472,10.481,98.0969
86.6107,10.6018,97.9266
87.3743,10.7281,97.7618
88.1378,10.849,97.597
88.9014,10.9753,97.4323
89.5551,11.0083,97.3279
90.2087,11.0413,97.229
90.8624,11.0742,97.1246
91.5161,11.1127,97.0258
92.2247,11.1292,97.0587
92.9333,11.1456,97.0917
93.6365,11.1566,97.1246
94.3451,11.1731,97.1576
95.235,11.2665,97.2675
96.1249,11.3544,97.3828
97.0148,11.4423,97.4927
97.8992,11.5302,97.608
98.7891,11.64,97.5531
99.6735,11.7499,97.4982
100.558,11.8597,97.4487
101.442,11.9696,97.3938
102.426,11.9092,97.9047
103.414,11.8323,98.41
104.398,11.7499,98.9099
105.375,11.662,99.4153
106.37,11.5356,99.9042
107.358,11.4038,100.399
108.347,11.2665,100.887
109.33,11.1182,101.371
110.116,10.9808,101.75
110.896,10.8325,102.123
111.676,10.6842,102.497
112.451,10.5359,102.87
113.121,10.3381,103.151
113.785,10.1459,103.425
114.456,9.94263,103.705
115.12,9.73938,103.975
115.735,9.46472,104.249
116.351,9.17908,104.524
116.96,8.89343,104.788
117.537,8.60229,105.029
118.109,8.30566,105.266
118.68,8.01453,105.502
119.251,7.7124,105.732
119.778,7.33337,105.936
120.3,6.95435,106.133
120.828,6.56982,106.331
121.349,6.1908,106.518
121.586,5.7019,106.578
121.822,5.21851,106.639
122.053,4.72961,106.694
122.289,4.24622,106.749
121.921,3.95508,106.672
121.547,3.66394,106.595
121.179,3.3728,106.518
120.817,3.07617,106.447
119.965,2.82898,106.243
119.119,2.57629,106.04
118.273,2.31812,105.842
117.427,2.06543,105.65
116.06,1.81274,105.315
114.686,1.55457,104.985
113.324,1.29089,104.667
111.962,1.02173,104.354
110.286,0.670166,104.084
108.611,0.318604,103.821
106.935,-0.0384521,103.574
105.271,-0.411987,103.332
102.964,-0.977783,103.59
100.657,-1.53809,103.87
98.3441,-2.08191,104.167
96.037,-2.61475,104.491
92.8125,-3.19702,105.266
89.588,-3.73535,106.068
86.3525,-4.22974,106.902
83.1171,-4.67468,107.765
80.1727,-4.86694,108.638
77.2284,-5.02075,109.528
74.2841,-5.12512,110.418
71.3397,-5.18555,111.313
69.8346,-4.92737,111.671
68.335,-4.6637,112.022
66.8408,-4.38904,112.368
65.3522,-4.10339,112.703
64.7699,-3.82324,112.769
64.1931,-3.54309,112.835
63.6163,-3.25745,112.896
63.045,-2.97729,112.95
62.5836,-2.68616,112.994
62.0618,-2.39502,113.038
61.5454,-2.10388,113.077
61.0291,-1.81274,113.115
60.7159,-1.57104,113.077
60.4028,-1.33484,113.033
60.0897,-1.09314,112.994
59.7766,-0.856934,112.95
59.6887,-0.609741,112.791
59.6008,-0.362549,112.632
59.5129,-0.115356,112.473
59.4196,0.12085,112.308
59.5349,0.302124,112.181
59.6448,0.483398,112.05
59.7546,0.664673,111.923
59.8645,0.845947,111.791
60.3424,0.98877,111.605
60.8258,1.13159,111.423
61.3037,1.27441,111.237
61.7816,1.42273,111.055
62.6935,1.69739,110.665
63.5999,1.97205,110.281
64.5062,2.25769,109.902
65.4071,2.54883,109.528
66.7145,2.87292,109.089
68.0109,3.20801,108.66
69.3073,3.55408,108.237
70.5981,3.90564,107.825
72.2241,4.35608,107.353
73.8446,4.81201,106.891
75.4651,5.28992,106.441
77.0746,5.77332,106.007
78.8379,6.21277,105.743
80.5957,6.66321,105.491
82.3535,7.12463,105.255
84.1058,7.58606,105.029
85.9241,7.94861,105.095
87.7478,8.31116,105.178
89.5605,8.66821,105.266
91.3843,9.02527,105.37
93.0981,9.1571,105.771
94.812,9.28345,106.177
96.5259,9.39331,106.589
98.2397,9.49219,107.001
99.8822,9.30542,107.457
101.519,9.10767,107.913
103.151,8.89343,108.364
104.782,8.66821,108.803
106.534,8.33313,109.237
108.276,7.98706,109.666
110.017,7.62451,110.083
